Subject,Object,DBSCAN_Cluster,Sentence
isotope,carbonate,0,"A.: Interpreting carbon-isotope excur- sions: carbonates and organic matter, Chem. Geol., 161, 181– 198, 1999. Kump, L. R., Brantley, S. L., and Arthur, M. A.: Chemical weath- ering, atmospheric CO2, and climate, Annu. Rev. Earth Planet. Sc., 28, 611–667, 2000."
basalt,province,0,"Geol., 145, 233–248, 1998. Marzoli, A., Renne, P. R., Piccirillo, E. M., Ernesto, M., Gellieni, G., and De Min, A.: Extensive 200-million-year-old continental ﬂood basalts of the Central Atlantic Magmatic Province, Science, 284, 616–618, 1999. McHone, J."
province,basalt,0,"G.: Volatile emissions from Central Atlantic Magmatic Province basalts: Mass assumptions and environmental conse- quences, in: The Central Atlantic Magnatic Province: Insights from Fragments of Pangea, Geophysical Monograph 136, edited by: Hames, W."
province,environmental,0,"G.: Volatile emissions from Central Atlantic Magmatic Province basalts: Mass assumptions and environmental conse- quences, in: The Central Atlantic Magnatic Province: Insights from Fragments of Pangea, Geophysical Monograph 136, edited by: Hames, W."
basalt,environmental,0,"G.: Volatile emissions from Central Atlantic Magmatic Province basalts: Mass assumptions and environmental conse- quences, in: The Central Atlantic Magnatic Province: Insights from Fragments of Pangea, Geophysical Monograph 136, edited by: Hames, W."
basalt,province,0,"G.: Volatile emissions from Central Atlantic Magmatic Province basalts: Mass assumptions and environmental conse- quences, in: The Central Atlantic Magnatic Province: Insights from Fragments of Pangea, Geophysical Monograph 136, edited by: Hames, W."
environmental,province,0,"G.: Volatile emissions from Central Atlantic Magmatic Province basalts: Mass assumptions and environmental conse- quences, in: The Central Atlantic Magnatic Province: Insights from Fragments of Pangea, Geophysical Monograph 136, edited by: Hames, W."
carbonate,dissolution,0,"M.: Lower Miocene to Present stratigraphy of the equatorial Paciﬁc sediment bulge and carbonate dissolution anomalies, Pa- leoceanography, 18, 1038, doi:10.1029/2002PA000828, 2003. Moghadam, H."
greenhouse,gas,0,"166 D.H. Bacon et al. / International Journal of Greenhouse Gas Control 21 (2014) 165–176 to be a more favorable location for carbonate mineral forma- tion than sandstone or limestone (Bacon and Murphy, 2011)."
greenhouse,carbonate,0,"166 D.H. Bacon et al. / International Journal of Greenhouse Gas Control 21 (2014) 165–176 to be a more favorable location for carbonate mineral forma- tion than sandstone or limestone (Bacon and Murphy, 2011)."
greenhouse,mineral,0,"166 D.H. Bacon et al. / International Journal of Greenhouse Gas Control 21 (2014) 165–176 to be a more favorable location for carbonate mineral forma- tion than sandstone or limestone (Bacon and Murphy, 2011)."
gas,carbonate,0,"166 D.H. Bacon et al. / International Journal of Greenhouse Gas Control 21 (2014) 165–176 to be a more favorable location for carbonate mineral forma- tion than sandstone or limestone (Bacon and Murphy, 2011)."
gas,mineral,0,"166 D.H. Bacon et al. / International Journal of Greenhouse Gas Control 21 (2014) 165–176 to be a more favorable location for carbonate mineral forma- tion than sandstone or limestone (Bacon and Murphy, 2011)."
carbonate,mineral,0,"166 D.H. Bacon et al. / International Journal of Greenhouse Gas Control 21 (2014) 165–176 to be a more favorable location for carbonate mineral forma- tion than sandstone or limestone (Bacon and Murphy, 2011)."
mineral,injection,0,"Conversely, the lime- stone formation was not favorable to mineral sequestration of CO2, and actually dissolved slightly upon injection of supercriti- cal CO2 due to dissolution of calcite."
mineral,dissolution,0,"Conversely, the lime- stone formation was not favorable to mineral sequestration of CO2, and actually dissolved slightly upon injection of supercriti- cal CO2 due to dissolution of calcite."
injection,dissolution,0,"Conversely, the lime- stone formation was not favorable to mineral sequestration of CO2, and actually dissolved slightly upon injection of supercriti- cal CO2 due to dissolution of calcite."
trapping,mineral,0,"Being more soluble than CO2, SO2 was sequestered rapidly by dissolu- tion trapping and, eventually, by mineral trapping as anhydrite and pyrite. 1.3."
mineral,trapping,0,"Being more soluble than CO2, SO2 was sequestered rapidly by dissolu- tion trapping and, eventually, by mineral trapping as anhydrite and pyrite. 1.3."
injection,phase,0,"onditions), or considered only the injection of H2S and SO2 already dissolved in an aqueous phase rather than as con- stituents of the non-aqueous phase (Andre et al., 2012)."
migration,diffusion,5,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
migration,phase,5,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
migration,phase,5,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
migration,plume,5,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
diffusion,phase,6,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
diffusion,phase,6,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
diffusion,plume,-1,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
phase,plume,0,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
phase,plume,0,"The opposite end member case is a scenario in which migration of SO2 is limited by diffusion through a stationary scCO2 phase within a non-aqueous single-phase plume that has no contact with brine except at the outer edge (Crandell et al., 2010; Ellis et "
injection,gas,0,More recent studies have simulated the injection of supercriti- cal/gas mixtures where each component is in equilibrium between multiple ﬂuid phases in each node of the model.
gas,model,0,More recent studies have simulated the injection of supercriti- cal/gas mixtures where each component is in equilibrium between multiple ﬂuid phases in each node of the model.
phase,gas,0,"Zhang et al. (2011) used an improved version of TMVOC (Battistelli, 2008), which simu- lates three-phase ﬂow of ideal gas mixtures and brine, coupled with TOUGH-REACT for aqueous geochemical reactions, to simulate co- injection of H2S with CO2 in sandston"
gas,injection,0,"Zhang et al. (2011) used an improved version of TMVOC (Battistelli, 2008), which simu- lates three-phase ﬂow of ideal gas mixtures and brine, coupled with TOUGH-REACT for aqueous geochemical reactions, to simulate co- injection of H2S with CO2 in sandston"
carbonate,pressure,0,e and carbonate deep saline formations with an ambient pressure of 120 bars.
pressure,temperature,0,"Therefore, the approach used by TMVOC is not applicable when pressure and temperature conditions are far from ambient, as in deep saline reservoirs, where phase equilibria must be modeled through an equation of state for real gas mixtures (Pruess and Batt"
pressure,phase,0,"Therefore, the approach used by TMVOC is not applicable when pressure and temperature conditions are far from ambient, as in deep saline reservoirs, where phase equilibria must be modeled through an equation of state for real gas mixtures (Pruess and Batt"
temperature,phase,0,"Therefore, the approach used by TMVOC is not applicable when pressure and temperature conditions are far from ambient, as in deep saline reservoirs, where phase equilibria must be modeled through an equation of state for real gas mixtures (Pruess and Batt"
phase,gas,0,"Therefore, the approach used by TMVOC is not applicable when pressure and temperature conditions are far from ambient, as in deep saline reservoirs, where phase equilibria must be modeled through an equation of state for real gas mixtures (Pruess and Batt"
injection,gas,0,"They used this Peng–Robinson equation of state (Peng and Robinson, 1976) with a revised version of the modiﬁcation suggested by (Soreide and Whitson, 1992) to simulate the injection of sour gas into a depleted gas reservoir."
injection,gas,0,"They used this Peng–Robinson equation of state (Peng and Robinson, 1976) with a revised version of the modiﬁcation suggested by (Soreide and Whitson, 1992) to simulate the injection of sour gas into a depleted gas reservoir."
injection,reservoir,0,"They used this Peng–Robinson equation of state (Peng and Robinson, 1976) with a revised version of the modiﬁcation suggested by (Soreide and Whitson, 1992) to simulate the injection of sour gas into a depleted gas reservoir."
gas,reservoir,0,"They used this Peng–Robinson equation of state (Peng and Robinson, 1976) with a revised version of the modiﬁcation suggested by (Soreide and Whitson, 1992) to simulate the injection of sour gas into a depleted gas reservoir."
gas,reservoir,0,"They used this Peng–Robinson equation of state (Peng and Robinson, 1976) with a revised version of the modiﬁcation suggested by (Soreide and Whitson, 1992) to simulate the injection of sour gas into a depleted gas reservoir."
rock,cement,0,"More recently, Geloni et al. (2011) coupled TMGAS with TOUGH-REACT to simulate rock–cement alterations driven by the injection of CO2 into a depleted sweet natural gas pool."
rock,injection,0,"More recently, Geloni et al. (2011) coupled TMGAS with TOUGH-REACT to simulate rock–cement alterations driven by the injection of CO2 into a depleted sweet natural gas pool."
rock,gas,0,"More recently, Geloni et al. (2011) coupled TMGAS with TOUGH-REACT to simulate rock–cement alterations driven by the injection of CO2 into a depleted sweet natural gas pool."
cement,injection,0,"More recently, Geloni et al. (2011) coupled TMGAS with TOUGH-REACT to simulate rock–cement alterations driven by the injection of CO2 into a depleted sweet natural gas pool."
cement,gas,0,"More recently, Geloni et al. (2011) coupled TMGAS with TOUGH-REACT to simulate rock–cement alterations driven by the injection of CO2 into a depleted sweet natural gas pool."
injection,gas,0,"More recently, Geloni et al. (2011) coupled TMGAS with TOUGH-REACT to simulate rock–cement alterations driven by the injection of CO2 into a depleted sweet natural gas pool."
temperature,reservoir,0,"The CMG-GEM simulator may be used to simu- late three-phase ﬂow of multicomponent mixtures in brine using a Peng–Robinson equation of state, but is limited to isothermal sim- ulations where the temperature of injected ﬂuids and the reservoir are the same."
impact,reservoir,0,"CMG-GEM has been used to simulate the impact of injecting CO2 into a saline reservoir initially saturated with H2S (Ghaderi et al., 2011a,b), and to simulate sequestration of pure CO2 and CO2–H2S mixtures (Ozah et al., 2005)."
gas,injection,0,Bachu et al. (2009) used CMG-GEM to simulate chromatographic partitioning of H2S and CO2 injected into brine. Trivedi et al. (2007) used the multi- component capabilities of ECLIPSE to simulate sour gas injection used for enhanced oil recovery.
pressure,temperature,0,"TMGAS, the equation of state developed by Battistelli and Marcolini (2009) was shown to accu- rately predict the solubility of CO2, CH4 and H2S in fresh water and brine and also the amount of water vapor in brine for pressure up to 100 MPa, temperature up"
gas,pressure,0,Ziabakhsh- Ganji and Kooi (2012) recently presented complete details of an equation of state which allows accurate and non-iterative calcula- tion of the thermodynamic equilibrium of gas mixtures and brines for a more limited range of pressure (up to 60 M
injection,basalt,0,"1.4. Objective The aim of this paper is to simulate co-injection of H2S with CO2 in a basalt formation, and to examine relative rates of solubility and mineral trapping at the ﬁeld scale."
injection,mineral,0,"1.4. Objective The aim of this paper is to simulate co-injection of H2S with CO2 in a basalt formation, and to examine relative rates of solubility and mineral trapping at the ﬁeld scale."
injection,trapping,0,"1.4. Objective The aim of this paper is to simulate co-injection of H2S with CO2 in a basalt formation, and to examine relative rates of solubility and mineral trapping at the ﬁeld scale."
basalt,mineral,0,"1.4. Objective The aim of this paper is to simulate co-injection of H2S with CO2 in a basalt formation, and to examine relative rates of solubility and mineral trapping at the ﬁeld scale."
basalt,trapping,0,"1.4. Objective The aim of this paper is to simulate co-injection of H2S with CO2 in a basalt formation, and to examine relative rates of solubility and mineral trapping at the ﬁeld scale."
mineral,trapping,0,"1.4. Objective The aim of this paper is to simulate co-injection of H2S with CO2 in a basalt formation, and to examine relative rates of solubility and mineral trapping at the ﬁeld scale."
operational,injection,0,We describe the application of a new operational mode of the STOMP simulator to the problem of co-injection of CO2 and H2S into a basalt formation.
operational,basalt,0,We describe the application of a new operational mode of the STOMP simulator to the problem of co-injection of CO2 and H2S into a basalt formation.
injection,basalt,0,We describe the application of a new operational mode of the STOMP simulator to the problem of co-injection of CO2 and H2S into a basalt formation.
heat,transport,0,"The new simu- lator, STOMP-COMP, simulates multiphase, multicomponent ﬂow, heat transfer and reactive transport of multiple supercritical ﬂuids and brine."
gas,interaction,0,"We provide detail on our method for calculating the equi- librium between multiple supercritical/gas components and fresh water or brine, including the binary interaction coefﬁcients. 2. Methods 2.1."
thermal,transport,0,"Numerical simulator The STOMP simulator (White and Oostrom, 2006) has been developed by the Paciﬁc Northwest National Laboratory to predict thermal and hydrological ﬂow and reactive transport in variably saturated subsurface environments."
reservoir,environmental,0,"It is a multiphase, multi- component reservoir code used extensively in environmental and gas/CO2 modeling applications."
reservoir,gas,0,"It is a multiphase, multi- component reservoir code used extensively in environmental and gas/CO2 modeling applications."
environmental,gas,0,"It is a multiphase, multi- component reservoir code used extensively in environmental and gas/CO2 modeling applications."
reaction,fracture,0,"This is consistent with models in which volume expansion in a diffusive reaction zone drives fracture parallel to the weathering surface and is followed by buckling of the detached, weathered layer and subsequent cracking perpendicular to the weathering s"
fracture,surface,0,"This is consistent with models in which volume expansion in a diffusive reaction zone drives fracture parallel to the weathering surface and is followed by buckling of the detached, weathered layer and subsequent cracking perpendicular to the weathering s"
carbon,reaction,0,"2006, Rudge et al. 2010). Rudge et al. (2010) predict that propagation of a cracking front associated with peridotite hydration and carbonation is a function of the reaction rate and the reactant transport velocity in pore space."
carbon,transport,0,"2006, Rudge et al. 2010). Rudge et al. (2010) predict that propagation of a cracking front associated with peridotite hydration and carbonation is a function of the reaction rate and the reactant transport velocity in pore space."
carbon,velocity,0,"2006, Rudge et al. 2010). Rudge et al. (2010) predict that propagation of a cracking front associated with peridotite hydration and carbonation is a function of the reaction rate and the reactant transport velocity in pore space."
reaction,transport,0,"2006, Rudge et al. 2010). Rudge et al. (2010) predict that propagation of a cracking front associated with peridotite hydration and carbonation is a function of the reaction rate and the reactant transport velocity in pore space."
reaction,velocity,0,"2006, Rudge et al. 2010). Rudge et al. (2010) predict that propagation of a cracking front associated with peridotite hydration and carbonation is a function of the reaction rate and the reactant transport velocity in pore space."
transport,velocity,0,"2006, Rudge et al. 2010). Rudge et al. (2010) predict that propagation of a cracking front associated with peridotite hydration and carbonation is a function of the reaction rate and the reactant transport velocity in pore space."
reaction,temperature,0,"On the basis of this work, we estimate that reaction at elevated temperature and PCO2 , with approximately 1% initial fracture porosity and ﬂuid ﬂow velocities of ∼0.01 m s −1, can drive propagation of a cracking front at velocities of meters per day (Fig"
reaction,fracture,0,"On the basis of this work, we estimate that reaction at elevated temperature and PCO2 , with approximately 1% initial fracture porosity and ﬂuid ﬂow velocities of ∼0.01 m s −1, can drive propagation of a cracking front at velocities of meters per day (Fig"
temperature,fracture,0,"On the basis of this work, we estimate that reaction at elevated temperature and PCO2 , with approximately 1% initial fracture porosity and ﬂuid ﬂow velocities of ∼0.01 m s −1, can drive propagation of a cracking front at velocities of meters per day (Fig"
carbon,heat,0,"Also, serpentine carbonation—without expensive heat treatment to ∼600 ◦C prior to reaction—is more than 10 times slower than olivine carbonation under similar conditions of temperature, ﬂuid composition, and PCO2 (e.g., Gerdemann et al."
carbon,reaction,0,"Also, serpentine carbonation—without expensive heat treatment to ∼600 ◦C prior to reaction—is more than 10 times slower than olivine carbonation under similar conditions of temperature, ﬂuid composition, and PCO2 (e.g., Gerdemann et al."
heat,reaction,0,"Also, serpentine carbonation—without expensive heat treatment to ∼600 ◦C prior to reaction—is more than 10 times slower than olivine carbonation under similar conditions of temperature, ﬂuid composition, and PCO2 (e.g., Gerdemann et al."
heat,temperature,0,"Also, serpentine carbonation—without expensive heat treatment to ∼600 ◦C prior to reaction—is more than 10 times slower than olivine carbonation under similar conditions of temperature, ﬂuid composition, and PCO2 (e.g., Gerdemann et al."
reaction,carbon,0,"Also, serpentine carbonation—without expensive heat treatment to ∼600 ◦C prior to reaction—is more than 10 times slower than olivine carbonation under similar conditions of temperature, ﬂuid composition, and PCO2 (e.g., Gerdemann et al."
reaction,temperature,0,"Also, serpentine carbonation—without expensive heat treatment to ∼600 ◦C prior to reaction—is more than 10 times slower than olivine carbonation under similar conditions of temperature, ﬂuid composition, and PCO2 (e.g., Gerdemann et al."
carbon,temperature,0,"Also, serpentine carbonation—without expensive heat treatment to ∼600 ◦C prior to reaction—is more than 10 times slower than olivine carbonation under similar conditions of temperature, ﬂuid composition, and PCO2 (e.g., Gerdemann et al."
carbon,capture,0,"2007, O’Connor et al. 2004). 5. ENGINEERED, IN SITU PERIDOTITE CARBONATION FOR CO2 CAPTURE AND STORAGE Kinetic data summarized in Section 3 show conversions from olivine to magnesite + quartz (Reaction 1c) of ∼50% per hour."
carbon,storage,0,"2007, O’Connor et al. 2004). 5. ENGINEERED, IN SITU PERIDOTITE CARBONATION FOR CO2 CAPTURE AND STORAGE Kinetic data summarized in Section 3 show conversions from olivine to magnesite + quartz (Reaction 1c) of ∼50% per hour."
capture,storage,0,"2007, O’Connor et al. 2004). 5. ENGINEERED, IN SITU PERIDOTITE CARBONATION FOR CO2 CAPTURE AND STORAGE Kinetic data summarized in Section 3 show conversions from olivine to magnesite + quartz (Reaction 1c) of ∼50% per hour."
capture,reaction,0,"2007, O’Connor et al. 2004). 5. ENGINEERED, IN SITU PERIDOTITE CARBONATION FOR CO2 CAPTURE AND STORAGE Kinetic data summarized in Section 3 show conversions from olivine to magnesite + quartz (Reaction 1c) of ∼50% per hour."
storage,reaction,0,"2007, O’Connor et al. 2004). 5. ENGINEERED, IN SITU PERIDOTITE CARBONATION FOR CO2 CAPTURE AND STORAGE Kinetic data summarized in Section 3 show conversions from olivine to magnesite + quartz (Reaction 1c) of ∼50% per hour."
conversion,cost,0,"However, even at these rapid conversion rates, the cost of ex situ olivine or serpentine carbonation—quarrying peridotite, transporting it to a concentrated source of CO2 such as a fossil fuel–burning power plant, grinding it to ∼70 μm in size, and reacti"
conversion,carbon,0,"However, even at these rapid conversion rates, the cost of ex situ olivine or serpentine carbonation—quarrying peridotite, transporting it to a concentrated source of CO2 such as a fossil fuel–burning power plant, grinding it to ∼70 μm in size, and reacti"
carbon,source,0,"However, even at these rapid conversion rates, the cost of ex situ olivine or serpentine carbonation—quarrying peridotite, transporting it to a concentrated source of CO2 such as a fossil fuel–burning power plant, grinding it to ∼70 μm in size, and reacti"
carbon,fuel,0,"However, even at these rapid conversion rates, the cost of ex situ olivine or serpentine carbonation—quarrying peridotite, transporting it to a concentrated source of CO2 such as a fossil fuel–burning power plant, grinding it to ∼70 μm in size, and reacti"
source,fuel,0,"However, even at these rapid conversion rates, the cost of ex situ olivine or serpentine carbonation—quarrying peridotite, transporting it to a concentrated source of CO2 such as a fossil fuel–burning power plant, grinding it to ∼70 μm in size, and reacti"
cost,pressure,0,"2005). As an alternative, Schuiling & Krijgsman (2006) proposed avoiding the cost of high-pressure, high-temperature reaction vessels via spreading ﬁne-grained olivine powder over agricultural and forest land or along beaches."
cost,temperature,0,"2005). As an alternative, Schuiling & Krijgsman (2006) proposed avoiding the cost of high-pressure, high-temperature reaction vessels via spreading ﬁne-grained olivine powder over agricultural and forest land or along beaches."
cost,reaction,0,"2005). As an alternative, Schuiling & Krijgsman (2006) proposed avoiding the cost of high-pressure, high-temperature reaction vessels via spreading ﬁne-grained olivine powder over agricultural and forest land or along beaches."
pressure,temperature,0,"2005). As an alternative, Schuiling & Krijgsman (2006) proposed avoiding the cost of high-pressure, high-temperature reaction vessels via spreading ﬁne-grained olivine powder over agricultural and forest land or along beaches."
pressure,reaction,0,"2005). As an alternative, Schuiling & Krijgsman (2006) proposed avoiding the cost of high-pressure, high-temperature reaction vessels via spreading ﬁne-grained olivine powder over agricultural and forest land or along beaches."
temperature,reaction,0,"2005). As an alternative, Schuiling & Krijgsman (2006) proposed avoiding the cost of high-pressure, high-temperature reaction vessels via spreading ﬁne-grained olivine powder over agricultural and forest land or along beaches."
cost,carbon,0,"Kelemen & Matter (2008) suggested two end-member methods for rapid, cost-effective peridotite carbonation for CO2 storage: 564 Kelemen et al. Supplemental MaterialAnnu. Rev. Earth Planet. Sci. 2011.39:545-576."
cost,storage,0,"Kelemen & Matter (2008) suggested two end-member methods for rapid, cost-effective peridotite carbonation for CO2 storage: 564 Kelemen et al. Supplemental MaterialAnnu. Rev. Earth Planet. Sci. 2011.39:545-576."
carbon,storage,0,"Kelemen & Matter (2008) suggested two end-member methods for rapid, cost-effective peridotite carbonation for CO2 storage: 564 Kelemen et al. Supplemental MaterialAnnu. Rev. Earth Planet. Sci. 2011.39:545-576."
capture,transport,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
capture,storage,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
capture,transport,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
capture,storage,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
capture,transport,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
transport,storage,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
storage,transport,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
transport,storage,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
storage,capture,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
storage,transport,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
capture,transport,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
capture,storage,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
transport,storage,0,"Increment due to CCUS ($/MWh) 6.6 60.5 56.1 CO2 Capture Capital Required (M$) 334.7 139.2 142.7 CO2 capture, transport and storage levelized O&M costs ($/MWh) CO2 Transport 0.9 0.2 1.2 CO2 Storage −2.9 −3.2 −2.9 CO2 capture, transport and storage annual c"
injection,utilization,0,"Therefore, analyzing the additional value of extracting more oil through EOR with the injection of CO2 is a good indicator of the supplementary revenue that can be achieved through utilization."
well,storage,0,"Although, it should be noted here that IECM does not include functionalities to simulate for diﬀerent well characteristics and detailed storage parameters that will inﬂuence the beneﬁts."
ammonia,reaction,0,"Fertilizer Plant The BVFCL plant produces ∼350,000 tons of ammonia annually. According to the eﬃciency of the reaction in Equation 4, this is equivalent to ∼75,000 tons equivalent of AN solids."
project,environmental,0,"According to Equation 5, this would imply a CO2 equivalence of ∼270,000 tons per year for this plant. The value of the CO2 sequestered from this project would be energy equivalent to ∼360,000 MWh of electricity (Environmental Protection Agency, 2008)."
cost,ammonia,0,"Estimates suggest the cost of capture for high purity CO2 sources like ammonia production is approximately $16.50 t/CO2, while the cost of CO2 avoided is $30/t CO2 (Leeson et al., 2017)."
ammonia,cost,0,"Estimates suggest the cost of capture for high purity CO2 sources like ammonia production is approximately $16.50 t/CO2, while the cost of CO2 avoided is $30/t CO2 (Leeson et al., 2017)."
cost,capture,0,"Therefore, the annual cost of CO2 capture and avoidance for this plant are ∼$4.5 million and $8.1 million, respectively. DISCUSSION With its current policies, India is on track to meet its Paris Climate Agreement targets."
capacity,sector,0,Some projections estimate that India may also overachieve its non-fossil capacity target for the power sector along with its overall emission intensity target by 2030.
capacity,emission,0,Some projections estimate that India may also overachieve its non-fossil capacity target for the power sector along with its overall emission intensity target by 2030.
sector,emission,0,Some projections estimate that India may also overachieve its non-fossil capacity target for the power sector along with its overall emission intensity target by 2030.
environmental,technology,0, because of environmental reviews and technology validation.
planned,construction,4,"Planned expansions in other Indian states over the next few years are currently focusing on the construction of ultra-supercritical plants that will save 25% of the coal reserve and cut down on emissions by 15% (Times News Network, 2017)."
construction,operational,-1,"Although construction will begin in 2019, the ﬁrst plant is expected to be operational only by 2025."
precipitation,fracture,0,"Page 23 of 28Wu and Li Geotherm Energy (2020) 8:19 precipitation was prone to occur at the intersection of the main fracture and the micro- fracture, blocking the micro-fracture and reducing its aperture."
precipitation,fracture,0,"Page 23 of 28Wu and Li Geotherm Energy (2020) 8:19 precipitation was prone to occur at the intersection of the main fracture and the micro- fracture, blocking the micro-fracture and reducing its aperture."
precipitation,fracture,0,"Page 23 of 28Wu and Li Geotherm Energy (2020) 8:19 precipitation was prone to occur at the intersection of the main fracture and the micro- fracture, blocking the micro-fracture and reducing its aperture."
fracture,mineral,0,"In the meandering con- vex part of the main fracture, mineral dissolution was prone to occur, which increased the fracture aperture here."
fracture,dissolution,0,"In the meandering con- vex part of the main fracture, mineral dissolution was prone to occur, which increased the fracture aperture here."
mineral,dissolution,0,"In the meandering con- vex part of the main fracture, mineral dissolution was prone to occur, which increased the fracture aperture here."
mineral,fracture,0,"In the meandering con- vex part of the main fracture, mineral dissolution was prone to occur, which increased the fracture aperture here."
dissolution,fracture,0,"In the meandering con- vex part of the main fracture, mineral dissolution was prone to occur, which increased the fracture aperture here."
fracture,mineral,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
fracture,dissolution,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
fracture,mineral,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
fracture,precipitation,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
fracture,mineral,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
fracture,dissolution,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
